patch_id,product,year,bug_id,description,is_security
ARCGIS-SERVER-SECURITY-2025-UPDATE-2-PAT,ArcGIS Server,2025,BUG-000180328,Unvalidated File Upload vulnerability in ArcGIS Server.,True
ARCGIS-SERVER-SECURITY-2025-UPDATE-2-PAT,ArcGIS Server,2025,BUG-000180326,Unvalidated File Upload vulnerability in ArcGIS Server.,True
ARCGIS-SERVER-SECURITY-2025-UPDATE-2-PAT,ArcGIS Server,2025,BUG-000179056,OAuth logins on the Server admin api redirect back to the /login page when using SAML or OIDC logins. (11.5 only),False
ARCGIS-SERVER-SECURITY-2025-UPDATE-2-PAT,ArcGIS Server,2025,BUG-000178927,Publishing a scene layer from a .slpk file fails if the ArcGIS Server cache directory is not named 'arcgiscache'. (11.4 and 11.5),False
ARCGIS-SERVER-SECURITY-2025-UPDATE-2-PAT,ArcGIS Server,2025,BUG-000176233,Receive a comma in the Shape_Area output field that does not properly align with the numeric value when running the identify query in a Linux environment. (11.5 only),False
ARCGIS-SERVER-SECURITY-2025-UPDATE-2-PAT,ArcGIS Server,2025,BUG-000175692,"Reflected XSS vulnerability in ArcGIS Server. (11.4, 11.3, 11.1, 10.9.1)",True
ARCGIS-SERVER-SECURITY-2025-UPDATE-2-PAT,ArcGIS Server,2025,BUG-000173174,"Reflected XSS vulnerability in ArcGIS Server. (11.4, 11.3, 11.1, 10.9.1)",True
ARCGIS-SERVER-SECURITY-2025-UPDATE-2-PAT,ArcGIS Server,2025,BUG-000173070,"Additional queries are displayed in the ArcGIS Server logs when viewing a referenced scene layer, which at times causes performance issues. (11.4)",False
ARCGIS-SERVER-SECURITY-2025-UPDATE-2-PAT,ArcGIS Server,2025,BUG-000173043,Requests to services running in Shared Instance Pool will result in 500 wait timeout error after rebooting Windows Server. (11.4 only),False
ARCGIS-SERVER-SECURITY-2025-UPDATE-2-PAT,ArcGIS Server,2025,BUG-000172966,"Stored XSS vulnerability in ArcGIS Server. (11.4, 11.3, 11.1, 10.9.1)",True
ARCGIS-SERVER-SECURITY-2025-UPDATE-2-PAT,ArcGIS Server,2025,BUG-000172062,"Reflected XSS vulnerability in ArcGIS Server. (11.4, 11.3, 11.1, 10.9.1)",True
ARCGIS-SERVER-SECURITY-2025-UPDATE-2-PAT,ArcGIS Server,2025,BUG-000159629,Recurring ArcGIS Server logs indicate a '.kmz.zip' file cannot be removed from the 'arcgisuploads' directory. (11.3 only),False
ARCGIS-SERVER-SECURITY-2025-UPDATE-2-PAT,ArcGIS Server,2025,BUG-000121487,Tokens in the X-Esri-Authorization request header are ignored for federated servers. (11.1 and 10.9.1 only),False
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000180614,"‘Delete item’ from the ArcGIS Enterprise Settings page keeps loading indefinitely. (11.3, 11.4)",False
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000180365,Organization Categories can no longer be edited in ArcGIS Enterprise portal 10.9.1 after installing the Portal for ArcGIS Security 2025 Update 3 Patch. (10.9.1),False
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000179799,"When deployed in ArcGIS Enterprise, the Portal for ArcGIS Security 2025 Update 3 Patch adds unexpected HTML (“/>) to the end of the system directory information. (10.9.1)",False
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000178599,Unable to uninstall Portal for ArcGIS 11.3 Security 2025 Update 2 Patch B. (11.3),False
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000178089,Portal for ArcGIS Security Patch 2 removes the builddate.txt and buildsources.txt from the installation framework.,False
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000177447,Stored XSS vulnerability in Portal for ArcGIS.,True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000177331,Upgrading Portal for ArcGIS on Linux from version 10.9.1 will crash if the Portal for ArcGIS Security 2025 Update 2 Patch is installed prior to the upgrade. (10.9.1),False
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000176174,Stored XSS vulnerability in Portal for ArcGIS.,True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000176172,Stored XSS vulnerability in Portal for ArcGIS.,True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000176170,Stored Cross Site scripting in Portal for ArcGIS.,True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000176169,Stored Cross Site Scripting in Portal for ArcGIS.,True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000176168,"Stored XSS vulnerability in Portal for ArcGIS. (11.3, 11.1, 10.9.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000175222,Reflected XSS vulnerability in Portal for ArcGIS.,True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000174160,"Stored XSS vulnerability in Portal for ArcGIS. (11.3, 11.1, 10.9.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000174159,"Stored XSS vulnerability in Portal for ArcGIS. (11.1, 10.9.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000174158,Reflected XSS vulnerability in Portal for ArcGIS.,True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000174157,"Reflected XSS vulnerability in Portal for ArcGIS. (11.3, 11.1, 10.9.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000174155,Stored XSS vulnerability in the Portal for ArcGIS.,True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000174154,"Reflected XSS vulnerability in Portal for ArcGIS. (11.3, 11.1, 10.9.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000174153,Stored XSS vulnerability in Portal for ArcGIS.,True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000174152,"Stored XSS vulnerability in Portal for ArcGIS. (11.3, 11.1, 10.9.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000174151,"Reflected XSS vulnerability in Portal for ArcGIS. (11.1, 10.9.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000174150,Unvalidated redirect in Portal for ArcGIS.,True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000174149,"Unvalidated redirect in Portal for ArcGIS. (11.4, 11.3 )",True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000174022,Reflected XSS vulnerability in Portal for ArcGIS.,True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000174020,"Reflected XSS vulnerability identified in Portal for ArcGIS. (11.3, 11.1, 10.9.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000174019,"Reflected XSS vulnerability identified in Portal for ArcGIS. (11.1, 10.9.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000174018,"Reflected XSS vulnerability identified in Portal for ArcGIS. (11.1, 10.9.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000171009,"URL manipulation vulnerability in Portal for ArcGIS. (11.1, 10.9.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000164122,"Reflected XSS vulnerability in Portal for ArcGIS. (11.3, 11.1, 10.9.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000161627,Reflected XSS vulnerability in Portal for ArcGIS.,True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-3,Portal for ArcGIS,2025,BUG-000157727,"On the Organization > Overview page, the 'Administrative contacts' section fails to load. (10.9.1)",False
ARCGIS-DATA-STORE-11-5-RELIABILITY-PATCH,ArcGIS Data Store,2026,BUG-000180322,The 'replacesslcertificate' utility for the graph store type shows a self-signed certificate.,False
ARCGIS-DATA-STORE-11-5-RELIABILITY-PATCH,ArcGIS Data Store,2026,BUG-000180319,The where clause is not being honored for data retention in ArcGIS GeoEvent Server.,False
ARCGIS-DATA-STORE-11-5-RELIABILITY-PATCH,ArcGIS Data Store,2026,BUG-000180317,The configuration of the graph store is inconsistent.,False
ARCGIS-WORKFLOW-MANAGER-SERVER-11-3-PATC,ArcGIS Workflow Manager Server,2026,BUG-000176850,: Unable to create jobs when one of the workflow manager services is stopped in HA environment.,False
ARCGIS-SERVER-SECURITY-2026-UPDATE-1-PAT,ArcGIS Server,2026,BUG-000184550,"After installing ArcGIS Server 11.4 Security 2026 Update 1 Patch, unable to publish hosted feature services in ArcGIS Enterprise portal. (11.4)",False
ARCGIS-SERVER-SECURITY-2026-UPDATE-1-PAT,ArcGIS Server,2026,BUG-000182853,"Incorrect warning message returned when logging into Server Manager. (12.0, 11.5)",False
ARCGIS-SERVER-SECURITY-2026-UPDATE-1-PAT,ArcGIS Server,2026,BUG-000182852,"ArcGIS Server has a Security Vulnerability. (12.0, 11.5, 11.4, 11.3, 11.1)",True
ARCGIS-SERVER-SECURITY-2026-UPDATE-1-PAT,ArcGIS Server,2026,BUG-000182380,"After installing the ArcGIS Server 11.3 Security 2025 Update 2 Patch, it is no longer possible to upload .sd files through the ArcGIS REST API endpoint. (11.3 only)",False
ARCGIS-SERVER-SECURITY-2026-UPDATE-1-PAT,ArcGIS Server,2026,BUG-000182112,"After installing the ArcGIS Server Security 2025 Update 2 Patch, certain non-English characters included in services may not be displayed correctly in the ArcGIS Server. (11.4, 11.3 and 11.1)",False
ARCGIS-SERVER-SECURITY-2026-UPDATE-1-PAT,ArcGIS Server,2026,BUG-000181250,Cannot disable or enable ArcGIS REST Services Directory in ArcGIS Server Administrator Directory (12.0 only),False
ARCGIS-SERVER-SECURITY-2026-UPDATE-1-PAT,ArcGIS Server,2026,BUG-000181179,"Restoring Knowledge Graph services using the WebGISDR tool fails. (11.3, 11.4)",False
ARCGIS-SERVER-SECURITY-2026-UPDATE-1-PAT,ArcGIS Server,2026,BUG-000181143,Unvalidated Redirect in ArcGIS Server. (11.5),True
ARCGIS-SERVER-SECURITY-2026-UPDATE-1-PAT,ArcGIS Server,2026,BUG-000180128,"After disaster recovery with the WebGISDR restore in a new passive standby environment, the ArcGIS Data Store object store host name is still pointing to the old object store host name in both ArcGIS Data Store (describedatastore) and ArcGIS Server data stores. (12.0 only)",False
ARCGIS-SERVER-SECURITY-2026-UPDATE-1-PAT,ArcGIS Server,2026,BUG-000179280,ArcGIS Server javaw.exe does not free memory. (11.3 only),False
ARCGIS-SERVER-SECURITY-2026-UPDATE-1-PAT,ArcGIS Server,2026,BUG-000176841,Sync Tools crash when creating an offline map area for a federated ArcGIS Server site when user lacks any admin privileges. (11.3 only),False
ARCGIS-SERVER-SECURITY-2026-UPDATE-2-PAT,ArcGIS Server,2026,BUG-000184622,exceedsLimit statistics query errors when returnCentroid is true for polygon layers. (11.5 only),False
ARCGIS-SERVER-SECURITY-2026-UPDATE-2-PAT,ArcGIS Server,2026,BUG-000184499,ArcGIS Server has a security vulnerability.,True
ARCGIS-SERVER-SECURITY-2026-UPDATE-2-PAT,ArcGIS Server,2026,BUG-000181376,ArcGIS Server has a security vulnerability.,True
ARCGIS-SERVER-SECURITY-2026-UPDATE-2-PAT,ArcGIS Server,2026,BUG-000184110,"When a custom font is specified in a map service's symbology, the resulting dedicated service cannot be stopped successfully in ArcGIS Server Manager when deployed on Linux, leaving an ArcSOC process orphaned on the machine. (11.3 only)",False
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-2,Portal for ArcGIS,2026,BUG-000176212,Server Side Request Forgery (SSRF) vulnerability in Portal for ArcGIS,True
PORTAL-FOR-ARCGIS-SECURITY-2025-UPDATE-2,Portal for ArcGIS,2026,BUG-000176940,Unable to access Portal Index after installing the Portal for ArcGIS 11.3 Security 2025 Patch 2 Patch when content directory is in an Amazon Web Services (AWS) S3 bucket. (11.3 Only),False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-1,Portal for ArcGIS,2026,BUG-000185267,Upgrade from ArcGIS Enterprise 11.5 to versions 12.0 or 12.1 fails when the Portal for ArcGIS 11.5 Security 2026 Update 1 Patch is installed on Windows. (11.5),False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-1,Portal for ArcGIS,2026,BUG-000184442,'Edit privileges' window of an application created by Developer Credentials is blank after installing Portal for ArcGIS 11.5 Security 2026 Update 1 Patch B. (11.5),False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-1,Portal for ArcGIS,2026,BUG-000184350,"After installing the Portal for ArcGIS Security 2026 Update 1 Patch, access to the ArcGIS Enterprise portal deployment fails on systems configured with web-tier authentication. (12.0, 11.5)",False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-1,Portal for ArcGIS,2026,BUG-000183038,"Portal for ArcGIS has a security vulnerability.  (12.0, 11.5, 11.4)",True
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-1,Portal for ArcGIS,2026,BUG-000182353,Portal for ArcGIS has a security vulnerability. (11.5 only),True
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-1,Portal for ArcGIS,2026,BUG-000181192,The item details page for the web map cannot be accessed when a classification scheme is enabled in ArcGIS Enterprise 11.5. (11.5),False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-1,Portal for ArcGIS,2026,BUG-000173561,"The ""Error: Create Service exception 'java.lang.Exception: Exception: Read timed out"" error message is returned when publishing a hosted feature service via Portal for ArcGIS. (11.5)",False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-1,Portal for ArcGIS,2026,BUG-000175398,"When the password for a member in an ArcGIS Online or ArcGIS Enterprise account is changed, any API key previously created by the member stops working.(11.5)",False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-2,Portal for ArcGIS,2026,BUG-000185376,"Portal for ArcGIS has a security vulnerability. (12.1, 12.0, 11.5, 11.3, 11.1)",True
ARCGIS-WORKFLOW-MANAGER-SERVER-11-5-PATC,ArcGIS Workflow Manager Server,2026,BUG-000176850,Unable to create jobs when one of the Workflow Manager services is stopped in HA environment,False
ARCGIS-WORKFLOW-MANAGER-SERVER-11-5-PATC,ArcGIS Workflow Manager Server,2026,BUG-000186419,Job history messages are returned out of order,False
ARCGIS-WORKFLOW-MANAGER-SERVER-11-5-PATC,ArcGIS Workflow Manager Server,2026,BUG-000186441,Invalid step schedules using Date Arcade expressions,False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000185638,"Portal for ArcGIS has a security vulnerability. (12.0, 11.5)",True
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000185529,Creating an ArcGIS Enterprise backup with the WebGIDR tool fails when ArcGIS Velocity is a federated server. (12.1),False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000185513,"After patching Portal for ArcGIS 11.5, adding an external WFS service fails and returns the error messages ""Service does not exist or is inaccessible"" in the user interface and ""unsupported-spatial-reference"" in the browser console. (11.5)",False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000185212,"In ArcGIS Experience Builder, thumbnails of ArcGIS Online templates are not displayed in ArcGIS Enterprise. (12.1)",False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000184948,"Portal for ArcGIS has a security vulnerability. (12.0, 11.5, 11.3, 11.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000184947,"Portal for ArcGIS has a security vulnerability. (12.0 ,11.5, 11.3, 11.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000184946,"Portal for ArcGIS has a security vulnerability. (11.5, 11.3)",True
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000184944,"Portal for ArcGIS has a security vulnerability. (11.5, 11.3, 11.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000184943,"Portal for ArcGIS has a security vulnerability. (11.5, 11.3, 11.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000184486,"Unable to add Active Directory users to ArcGIS Enterprise via the portal home interface, returning the error message “The user 'name' was not found"".  (12.1, 12.0)",False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000183429,"Portal for ArcGIS has a security vulnerability. (12.0, 11.5, 11.3, 11.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000183187,Cannot update a member's email more than 80 hours after account creation. (11.5),False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000183679,ArcGIS Experience Builder does not reflect latest changes made to custom widgets. (11.3),False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000182337,"ArcGIS Enterprise returns the ""Invalid password"" error message while importing a Secure Socket Layer (SSL) certificate if the certificate password includes the ^ character. (12.0, 11.5, 11.3, 11.1)",False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000182186,"Portal for ArcGIS has a security vulnerability. (12.0, 11.5, 11.3, 11.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000180933,"Portal for ArcGIS has a security vulnerability. (12.1, 12.0, 11.5, 11.3, 11.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000180761,"Portal for ArcGIS has a security vulnerability. (11.5, 11.3,1 1.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000179225,"Portal for ArcGIS has a security vulnerability. (11.5, 11.3, 11.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000176591,"Portal for ArcGIS has a security vulnerability. (11.5, 11.3, 11.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000174118,"Portal for ArcGIS has a security vulnerability. (11.3, 11.1)",True
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000178493,"ArcGIS Experience Builder experiences embedded in an external website using an HTML iframe return the error message, ""Item does not exist or is inaccessible,"" even after specifying user credentials. (11.5)",False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000177797,"When attempting to update a member's email address, it reverts back to the previous one. (11.5)",False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000177756,"In Experience Builder 1.17, exporting the results of a network trace to CSV format from the Table widget generates empty records on the first attempt, but it works correctly the second time. (11.5)",False
PORTAL-FOR-ARCGIS-SECURITY-2026-UPDATE-3,Portal for ArcGIS,2026,BUG-000175889,"Edit widget does not display ""Update"" and ""Delete"" buttons when accessed through a Window in ArcGIS Experience Builder. (11.5)",False
